# of units,City,Area,Address,Strata Name,Postal Code,Strata Plan #,Current Management text,Construction,Year built,Link
136,Vancouver,Downtown,1155 Homer Street,City Crest,V6B 5T5,LMS1114,Crosby ,Concrete,1994,http://www.vancouvercondos.com/CityCrest
7,Vancouver,Downtown,120 Powell Street,Pilkington House,V6A 1G1,LMS113,Self Managed,Concrete,1993,http://www.vancitycondo.com/pilkington-house-120-powell-street-vancouver
82,Vancouver,Downtown,283 Davie Street,Pacific Plaza,V6B 5T6,LMS1306,Crosby ,,1994,http://www.vancouvercondos.com/PacificPlaza1
147,Vancouver,Downtown,238 Alvin Narod Mews,Pacific Plaza 3,V6B 5Z3,LMS1306 ,Crosby ,Concrete,1993,http://bccondos.net/238-alvin-narod
163,Vancouver,Yaletown,888 Pacific Street,Pacific Promenade,V6Z 2S6,LMS1378,Crosby,Concrete,1994,http://bccondos.net/888-pacific
163,Vancouver,Yaletown,1488 Hornby Street,Pacific Promenade, V6Z 1X3,LMS1378,Crosby,Concrete,1995,http://bccondos.net/pacific-promenade
34,New Westminster,Downtown,210 Carnarvon Street,Hillside Heights,V3L 5C9,LMS1409,Baywest,Frame - Wood,1994,http://bccondos.net/hillside-heights
190,Vancouver,Downtown,1188 Howe Street,1188 Howe, V6Z 1P6,LMS1468,Colliers,Concrete,1994,http://www.vancouvercondos.com/1188Howe
24,Vancouver,Downtown,1066 Hamilton Street,New Yorker,V6B 2R9,LMS1490,Vancouver Condominium,Concrete,1994,http://www.vancouvercondos.com/NewYorker
122,Vancouver,Downtown,930 Cambie Street,Pacific Landmark 2, V6B 5Y1,LMS1588,Crosby ,Concrete,1994,http://bccondos.net/pacific-landmark-ii
11,Vancouver,Downtown,34 - 36 Powell Street,Globe,V6A 1E7,LMS1627,Remax,Concrete,1996,http://www.vancitycondo.com/globe-34-36-powell-street-vancouver
129,Vancouver,Downtown,811 Helmcken Street,Imperial Tower,V6Z 1B1,LMS1631,Kyle Properties Ltd,Concrete,1995,http://www.vancouvercondos.com/ImperialTower
67,Burnaby,Oaklands,5262 Oakmount Crescent,St. Andrews,V5H 4S1,LMS1699,Crosby,Wood Frame,1995,http://www.burnabycondo.com/st-andrews-5262-oakmount-crescent-burnaby
124,Vancouver,Downtown,867 Hamilton Street,Jardine's Lookout,V6B 2R7,LMS1716,Colyvan Pacific,Concrete,1995,http://www.vancouvercondos.com/JardinesLookout
136,Vancouver,Downtown,388 Drake Street,Governor's Tower,V6B 6A8,LMS1725,Vancouver Condominium,Concrete,1995,http://www.vancouvercondos.com/GovernorsTower/3203
47,New Westminster,Downtown,525 Agnes Street,Agnes Terrace,V3L 5B3,LMS1744,Century 21,Frame - Wood,1995,http://bccondos.net/agnes-terrace
126,Vancouver,Downtown,1177 Hornby Street,London Place,V6Z 2E9,LMS1757,Colliers ,Concrete,1995,http://www.vancouvercondos.com/LondonPlace
50,Burnaby,Highgate,7288 Acorn Avenue,Dunhill,V5E 3A2,LMS18,Baywest,Concrete,1991,http://www.burnabycondo.com/dunhill-7288-acorn-avenue-burnaby
55,Vancouver,Yaletown,1600 Hornby Street,Yacht Harbour Pointe,V6Z 2S4,LMS1809,Baywest,Concrete,1995,http://bccondos.net/yacht-harbour-pointe
132,Burnaby,Central Park,5833 Wilson Avenue,Paramount I,V5H 4R8,LMS1852,Bayside,Concrete,1996,http://www.burnabycondo.com/paramount-ii-5899-wilson-avenue-burnaby
132,Burnaby,Central Park,5899 Wilson Avenue,Paramount II,V5H 1Z9,LMS1852,Bayside,Concrete,1996,http://www.burnabycondo.com/paramount-ii-5899-wilson-avenue-burnaby
177,Vancouver,Downtown,183 Keefer Place,Paris Place,V6B 6B9,LMS1872,Colyvan Pacific,Concrete,1996,http://www.vancouvercondos.com/ParisPlace
58,Burnaby,Metrotown,7326 Antrim Avenue,Sovereign Manor,V5J 4M8,LMS1899,Compton Steel,Wood Frame,1995,http://www.burnabycondo.com/sovereign-manor-7326-antrim-avenue-burnaby
133,Vancouver,Downtown,488 Helmcken Street,Robinson Tower,V6B 6E4,LMS1902,Vancouver Condominium,Concrete,1995,http://www.vancouvercondos.com/RobinsonTower
173,Vancouver,Mount Pleasant,1188 Quebec Street,City Gate 1,V6A 4B2,LMS195,Gateway,Concrete,1992,http://bccondos.net/citygate-1
57,Burnaby,Oaklands,5270 Oakmount Crescent,Belvedere - 5270,V5H 4S1,LMS1993,Martello Property,Wood Frame,1996,http://www.burnabycondo.com/belvedere-5270-5270-oakmount-crescent-burnaby
146,Burnaby,Metrotown,6128 Patterson Avenue,Grand Central Park Place,V5H 4P3,LMS206,Gateway,Concrete,1992,http://www.burnabycondo.com/grand-central-park-place-6128-patterson-avenue-burnaby
382,Vancouver,Coal Harbour,588 Broughton Street,Harbourside Park 1,V6G 3E3,LMS2064,Vancouver Condo,Concrete,1995,http://bccondos.net/588-broughton
382,Vancouver,Coal Harbour,555 Jervis Street,Harbourside Park 2, V6E 4N1,LMS2064,Vancouver Condo,Concrete,1996,http://bccondos.net/harbourside-park
196,Vancouver,Coal Harbour,1238 Melville Street,Pointe Claire,V6E 4N2,LMS2080,Colyvan Pacific,Concrete,1996,http://bccondos.net/pointe-claire
30,Vancouver,Downtown,1155 Mainland Street,Del Prado,V6B 5P2,LMS2146,Rancho ,Concrete,1996,http://www.vancouvercondos.com/DelPrado
161,Vancouver,Downtown,1188 Richards Street,Park Plaza,V6B 3E6,LMS2174,Vancouver Condominium,Concrete,1995,http://www.vancouvercondos.com/ParkPlaza
88,Vancouver,Yaletown,199 Drake Street,Concordia I,V6Z 2T9,LMS2179,Colyvan Pacific,Concrete,1995,http://bccondos.net/concordia-i
160,Burnaby,Highgate,7077 Beresford Street,City Club on the Park,V5E 4J5,LMS2195,Bayside,Concrete,1996,http://www.burnabycondo.com/city-club-on-the-park-7077-beresford-street-burnaby
17,Vancouver,Downtown,141 Water Street,Malkin,V6B 1A7,LMS2240,Crosby,Crosby,1997,http://www.vancitycondo.com/malkin-141-water-street-vancouver
82,Vancouver,Yaletown,139 Drake Street,Concordia II,V6Z 2T7,LMS2259,Wynford,Concrete,1996,http://bccondos.net/concordia-2
87,New Westminster,Downtown,720 Carnarvon Street,Carnarvon Towers,V3M 5X1,LMS2262,Baywest,Concrete,1996,http://bccondos.net/carnarvon-towers
71,Vancouver,Mount Pleasant,1255 Main Street,Station Place,V6A 4B6,LMS2327,Vancouver Condo,Concrete,1996,http://bccondos.net/station-place
36,Vancouver,Downtown,1178 Hamilton Street,Hamilton,V6B 2S2,LMS2361,Rancho ,Concrete,1996,http://www.vancouvercondos.com/Hamilton
247,Vancouver,Downtown,438 Seymour Street,Conference Plaza,V6B 6H4,LMS2371,Rancho,Concrete,1996,http://www.vancouvercondos.com/ConferencePlaza
46,Vancouver,Downtown,233 Abbott Street,Abbott Place,V6B 2K7,LMS2412,Re/Max,Concrete,1997,http://www.vancouvercondos.com/AbbottPlace?locale=en
212,Vancouver,Downtown,1238 Seymour Street,Space,V6B 3N9,LMS2446,The Wynford Group,Concrete,1996,http://www.vancouvercondos.com/Space/910
146,Vancouver,Yaletown,1201 Marinaside Crescent,Peninsula,V6Z 2V2,LMS2518,Vancouver Condo,Concrete,1997,http://bccondos.net/the-peninsula
140,New Westminster,Quayside,10 & 12 Laguna Court,Laguna Landing 10,V3M 6E2,LMS2575,Wynford Group,Concrete,1997,http://bccondos.net/laguna-landing
130,Vancouver,Downtown,1010 Howe Street,1010 Howe,V6Z 1P5,LMS2586,Crosby ,Concrete,1982,http://www.vancouvercondos.com/1010HoweStreet
33,Burnaby,Metrotown,7117 Antrim Avenue,Antrim Oaks,V5J 5K1,LMS2621,Stratawest,Wood Frame,1996,http://www.burnabycondo.com/antrim-oaks-7117-antrim-avenue-burnaby
165,Vancouver,Downtown,22 E Cordova Street,Van Horne,V6A 1K2,LMS2636,Baywest,Concrete,1997,http://www.vancitycondo.com/van-horne-22-e-cordova-street-vancouver
59,Vancouver,Downtown,1216 Homer Street,Murchies Building,V6B 6K5,LMS2686,Re/Max,Concrete,1997,http://www.vancouvercondos.com/MurchiesBuilding
68,Vancouver,Yaletown,910 Beach Avenue,Meridian,V6Z 2W7,LMS2721,Crosby,Concrete,1997,http://bccondos.net/citybuilding-vancouver-west/meridian
208,Vancouver,Coal Harbour,1331 W Georgia Street,Pointe,V6E 4P1,LMS2728,Wynford,Concrete,1997,http://bccondos.net/the-pointe
162,Vancouver,Coal Harbour,1166 Melville Street,Orca Place,V6E 4P6,LMS2745,Dodwell Realty,Concrete,1997,http://bccondos.net/orca-place
221,Vancouver,Yaletown,1288 Marinaside Crescent,Crestmark,V6Z 2W5,LMS2781,Vancouver Condo,Concrete,1997,http://bccondos.net/citybuilding-vancouver-west/crestmark
109,New Westminster,Quayside,3 Rialto Court,Rialto 3,V3M 6P2,LMS283,Vancouver Condo,Frame - Wood,1993,http://bccondos.net/the-rialto
109,New Westminster,Quayside,6 Renaissance Square,Rialto 6,V3M 6N8,LMS283,Vancouver Condo,Concrete,1992,http://bccondos.net/6-renaissance
64,Coquitlam,Westwood Plateau,3176 Plateau Boulevard,Tuscany,,LMS2855,Crosby,Frame - Wood,1997,http://bccondos.net/3176-plateau
105,Burnaby,Highgate,6622 Southoaks Crescent,Gibraltar,V5E 4K2,LMS2870,Baywest,Concrete,1998,http://www.burnabycondo.com/gibraltar-6622-southoaks-crescent-burnaby
27,Burnaby,Metrotown,6676 Nelson Avenue,Nelson On The Park,V5H 3J8,LMS2903,Bayside,Wood Frame,1997,http://www.burnabycondo.com/nelson-on-the-park-6676-nelson-avenue-burnaby
30,New Westminster,Downtown,335 Carnarvon Street,Kings Garden,V3L 1B9,LMS2926,Self Managed,Frame - Wood,1997,http://bccondos.net/kings-garden
35,Burnaby,Highgate,5875 Imperial Street,Imperial Manor,V5J 1G4,LMS295,Ascent,Wood Frame,1991,http://www.burnabycondo.com/imperial-manor-5875-imperial-street-burnaby
153,Vancouver,Coal Harbour,1710 - 1790 Bayshore Drive,Bayshore Gardens,V6G 3G5,LMS2965,Vancouver Condo,Concrete,1997,http://bccondos.net/1790-bayshore
220,Vancouver,Downtown,939 Homer Street,Pinnacle,V6B 2W6,LMS2969,Macdonald Commercial,Concrete,1997,http://www.vancouvercondos.com/Pinnacle
152,Vancouver,Mount Pleasant,1088 Quebec Street,Viceroy,V6A 4H2,LMS2972,Wynford,Concrete,1997,http://bccondos.net/viceroy
535,Vancouver,Downtown,1008 Cambie Street,Waterworks,V6B 6J7,LMS2995,Rancho ,Concrete,1997,http://bccondos.net/waterworks
535,Vancouver,Downtown,1018 Cambie Street,Yaletown Limited Edition,V6B 6J6,LMS2995,Rancho ,Concrete,1997,http://bccondos.net/yaletown-ltd
244,Vancouver,Downtown,1009 Expo Boulevard,Landmark 33,V6Z 2V9,LMS2995,Rancho ,Concrete,1997,http://www.vancouvercondos.com/Landmark33?locale=en
103,Vancouver,Coal Harbour,560 Cardero Street,Avila,V6G 2W6,LMS3033,Crosby,Concrete,1998,http://bccondos.net/avila
107,Vancouver,Coal Harbour,535 Nicola Street,Bauhinia,V6G 3G2,LMS3057,Crosby,Concrete,1998,http://bccondos.net/bauhinia
148,Vancouver,Downtown,819 Hamilton Street,Eight-One-Nine,V6B 6M2,LMS3215,Crosby,Concrete,1998,http://www.vancouvercondos.com/Eightonenine
60,New Westminster,Downtown,680 Clarkson Street,Clarkson,V3M 0C4,LMS3317,Rancho,Concrete,1998,http://bccondos.net/the-clarkson
100,Vancouver,Downtown,1238 Richards Street,Metropolis,V6B 6M6,LMS3380,AWM Alliance,Concrete,1998,http://www.vancouvercondos.com/metropolis
119,Vancouver,Yaletown,1383 Marinaside Crescent,Columbus,V6Z 2W9,LMS3449,Vancouver Condo,Concrete,1998,http://bccondos.net/columbus
58,Vancouver,Downtown,889 Homer Street,889,V6B 2W2,LMS355,Vancouver Condominium,Concrete,1992,http://www.vancouvercondos.com/TheBingThom#
127,Burnaby,Metrotown,6220 McKay Avenue,Grande Corniche II,V5H 4M8,LMS36,Vancouver Condo,Concrete,1990,http://www.burnabycondo.com/grande-corniche-6240-mckay-avenue-burnaby
60,Burnaby,Central Burnaby,3770 Manor Street,Cascade West,V5G 1A8,LMS367,CENTURY 21,Wood Frame,1992,http://www.burnabycondo.com/cascade-west-3770-manor-street-burnaby
72,Vancouver,Downtown,837 W Hastings Street,Terminal City Club Tower,V6C 3N7,LMS3699,Vancouver Condo,Concrete,1999,http://www.vancitycondo.com/terminal-city-club-tower-837-w-hastings-street-vancouver
96,Burnaby,Highgate,6893 Prenter Street,Ventura,V5E 4L3,LMS3722,Remax,Wood Frame,1999,http://www.burnabycondo.com/ventura-6893-prenter-street-burnaby
226,Vancouver,Downtown,1189 Howe Street,Genesis,V6Z 2X4,LMS3729,Gammon International,Concrete,1999,http://www.vancouvercondos.com/Genesis
21,Vancouver,Downtown,869 Beatty Street,Hooper Building,V6B 2M6,LMS3816,Ascent ,Concrete,1910,http://www.vancouvercondos.com/HooperBuilding
66,Burnaby,Metrotown,5848 Olive Avenue,The Sonnet,V5H 4V6,LMS3856,Ascent,Concrete,2000,http://www.burnabycondo.com/sonnet-5848-olive-avenue-burnaby
32,Burnaby,Highgate,7038 21st Avenue,Ashbury,V5E 2Y9,LMS3862,Crosby ,Wood Frame,2000,http://www.burnabytownhouse.com/ashbury-7071-7077-edmonds-street-burnaby
480,Vancouver,Yaletown,1199 Marinaside Crescent,Aquarius 1,V6Z 2Y2,LMS3903,Rancho,Concrete,1999,http://bccondos.net/aquarius-1
480,Vancouver,Yaletown,198 Aquarius Mews,Aquarius 2,V6Z 2Y4,LMS3903,Rancho,Concrete,1999,http://bccondos.net/198-aquarius
480,Vancouver,Yaletown,189 Davie Street,Aquarius 3,V6Z 2X9,LMS3903,Rancho,Concrete,1999,http://bccondos.net/aquarius-iii
480,Vancouver,Yaletown,1111 Marinaside Crescent,Aquarius Villa,V6Z 2Y3,LMS3903,Rancho,Concrete,1999,http://bccondos.net/aquarius-villas
38,Vancouver,Downtown,55 Alexander Street,55 Alexander,V6A 1B2,LMS3926,Crosby,Concrete,2000,http://www.vancitycondo.com/55-alexander-55-alexander-street-vancouver
11,Vancouver,Downtown,1245 Homer Street,Iliad,V6B 2Y9,LMS3940,Atira ,Concrete,1999,http://www.vancouvercondos.com/Iliad
298,Vancouver,Coal Harbour,1239 W Georgia Street,Venus,V6E 4R8,LMS3963,Baywest,Concrete,1999,http://bccondos.net/venus
94,Vancouver,Downtown,822 Homer Street,Galileo,V6B 2W5,LMS3970,IJM Properties,Concrete,1999,http://www.vancouvercondos.com/Galileo
218,Burnaby,Metrotown,6028 Willingdon Avenue,Crystal Residences - 6028,V5H 4V1,LMS3990,PCI Realty Corp,Concrete,2001,http://www.burnabycondo.com/crystal-residences-6028-6028-willingdon-avenue-burnaby
218,Burnaby,Metrotown,6088 Willingdon Avenue,Crystal Residences,V5H 4V2,LMS3990,PCI Realty Corp,Concrete,1999,http://www.burnabycondo.com/crystal-residences-6088-willingdon-avenue-burnaby
146,Burnaby,Highgate,6611 Southoaks Crescent,Gemini I,V5E 4L5,LMS4023,Baywest,Concrete,2000,http://bccondos.net/gemini-1
99,Vancouver,Coal Harbour,1717 - 1777 Bayshore Drive,Bayshore Gardens, V6G 3H3,LMS4025,Vancouver Condo,Concrete,2000,http://bccondos.net/1717-bayshore
295,Vancouver,Downtown,501 Pacific Street,501,V6Z 2X6,LMS4050,Vancouver Condominium,Concrete,2000,http://www.vancouvercondos.com/501
212,Vancouver,Downtown,63 Keefer Place,Europa,V6B 6N6,LMS4071,Colyvan Pacific,Concrete,2001,http://www.vancouvercondos.com/Europa
434,Vancouver,Coal Harbour,1128 W Hastings Street,Marriott Pinnacle Hotel,V6E 4R5,LMS4107,Pinnacle,Concrete,2000,http://bccondos.net/marriott-pinnacle-hotel
39,Vancouver,Coal Harbour,1111 W Pender Street,Vantage, V6E 2P4,LMS4114,Pinnacle,Concrete,2000,http://bccondos.net/the-vantage
79,Burnaby,Highgate,6833 Village Green N/A,Carmel,V5E 4M1,LMS4123,Strataco,Wood Frame,2000,http://www.burnabycondo.com/carmel-6833-village-green-burnaby
43,Burnaby,Oaklands,5281 Oakmount Crescent,Legends,V5H 4S7,LMS4139,Roberts Project,Wood Frame,1996,http://www.burnabycondo.com/legends-5281-oakmount-crescent-burnaby
205,Vancouver,Downtown,928 Richards Street,Savoy,V6B 6P6,LMS4155,Vancouver Condominium,,1999,http://www.vancouvercondos.com/Savoy
62,Burnaby,Highgate,7383 Griffiths Drive,Eighteen Trees,V5E 4M8,LMS4178,Baywest,Wood Frame,2000,http://www.burnabycondo.com/eighteen-trees-7383-griffiths-drive-burnaby
362,Vancouver,Yaletown,193 Aquarius Mews,Marinaside Resort, V6Z 2Z2,LMS4255,Rancho,Concrete,2000,http://bccondos.net/193-aquarius-mews
361,Vancouver,Yaletown,1077 - 1099 Marinaside Crescent,Marinaside Resort,V6Z 2Z5,LMS4255,Rancho,Concrete,2000,http://bccondos.net/marinaside-resort
136,Vancouver,Downtown,969 - 989 Richards Street,Mondrian,V6B 6R6,LMS4383,,Concrete,2001,http://www.vancouvercondos.com/Mondrian1
74,Vancouver,Downtown,938 Nelson Street,One Wall Centre,V6Z 3A7,LMS4456,Ascent,Concrete,2001,http://www.vancouvercondos.com/OneWallCentre#
56,Burnaby,Metrotown,4830 Bennett Street,Balmoral,V5H 4P6,LMS451,Crosby,Concrete,1992,http://www.burnabycondo.com/balmoral-4830-bennett-street-burnaby
223,Vancouver,Yaletown,1033 Marinaside Crescent,Quaywest 1,V6Z 3A3,LMS4555,Crosby,Concrete,2002,http://bccondos.net/citybuilding-vancouver-west/quaywest
48,New Westminster,Downtown,38 Leopold Place,Eagle Crest,V3L 2C6,LMS459,Self Managed,Concrete,1992,http://bccondos.net/38-leopold
45,New Westminster,Downtown,549 Columbia Street,C2C Lofts,V3L 1A9,LMS4605,Bayside,Concrete,2002,http://bccondos.net/549-columbia
95,Vancouver,Coal Harbour,323 Jervis Street,Escala,V6C 3P8,LMS4650,Strata West,Concrete,2002,http://bccondos.net/escala
90,Vancouver,Coal Harbour,1680 Bayshore Drive,Bayshore Gardens,V6G 3H6,LMS4658,Vancouver Condo,Concrete,2002,http://bccondos.net/bayshore-garden
88,Vancouver,Coal Harbour,1228 W Hastings Street,Palladio,V6E 4S6,LMS4661,Baywest,Concrete,2002,http://bccondos.net/palladio
87,Burnaby,Metrotown,6521 Bonsor Avenue,Symphony One,V5H 4N3,LMS50,Vancouver Condo,Concrete,1991,http://www.burnabycondo.com/symphony-one-6521-bonsor-avenue-burnaby
83,Vancouver,Mount Pleasant,1159 Main Street,City Gate 2,V6A 4B6,LMS519,Colyvan,Concrete,1992,http://bccondos.net/citygate
15,Burnaby,Highgate,6969 21st Avenue,Stratford,V5E 2Y8,LMS652,Pacific Qurom,Wood Frame,1992,http://www.burnabycondo.com/stratford-6969-21st-avenue-burnaby
26,Vancouver,Downtown,28 Powell Street,Powell Lane,V6A 1E7,LMS669,Crosby,Concrete,1992,http://www.vancitycondo.com/powell-lane-28-powell-street-vancouver
259,Vancouver,Yaletown,1501 Howe Street,888 Beach,V6Z 2P8,LMS712,Vancouver Condo,Concrete,1993,http://bccondos.net/1501-howe
259,Vancouver,Yaletown,1500 Hornby Street,888 Beach,V6Z 2R1,LMS712,Vancouver Condo,Concrete,1993,http://bccondos.net/888-beach
255,Vancouver,Yaletown,888 Beach Avenue,888 Beach,V6Z 2P9,LMS712,Vancouver Condo,Concrete,1993,http://bccondos.net/888-beach-vancouver
298,New Westminster,Downtown,828 & 838 Agnes Street & 55 10th Street,Westminster Towers,V3M 6R4,LMS729,Vancouver Condo,Concrete,1993,http://bccondos.net/828-agnes
168,Vancouver,Downtown,888 Hamilton Street,Rosedale Gardens,V6B 5W4,LMS740,Century 21,Concrete,1993,http://www.vancouvercondos.com/RosedaleGardens
139,Burnaby,Metrotown,6188 Patterson Avenue,Wimbledon Club,V5H 2N1,LMS744,Baywest,Concrete,1992,http://www.burnabycondo.com/wimbledon-club-6188-patterson-avenue-burnaby
58,Vancouver,Downtown,1200 Hornby Street,Landis Hotel and Suites,V6Z 1W2,LMS760,LANDIS HOTEL MGMT,Concrete,1994,http://www.vancitycondo.com/landis-hotel-and-suites-1200-hornby-street-vancouver
56,New Westminster,Downtown,509 Carnarvon Street,Hillside Place,V3L 2T6,LMS779,Vancouver Condo,Frame - Wood,1993,http://bccondos.net/hillside-place
29,Burnaby,Metrotown,7231 Antrim Avenue,Antrim Green,V5J 5H5,LMS867,Parker,wood Frame,1993,http://www.burnabycondo.com/antrim-green-7231-antrim-avenue-burnaby
190,Vancouver,Downtown,950 Cambie Street,Pacific Landmark 1,V6B 5Y1,LMS869,Crosby ,Concrete,1994,http://bccondos.net/950-cambie
13,Vancouver,Downtown,1230 Hamilton Street,1230 Hamilton Street,V6B 2S8,LMS895,Park Place ,Concrete,1993,http://www.vancouvercondos.com/1230Hamilton
108,Vancouver,Yaletown,907 Beach Avenue,Coral Court,V6Z 2R3,LMS981,Pacifica First,Concrete,1994,http://bccondos.net/907-beach
100,Vancouver,Downtown,289 Drake Street,Parkview Tower,V6B 5Z5,LMS990,Bayside ,Concrete,1995,http://www.vancouvercondos.com/ParkviewTower
284,Vancouver,Coal Harbour,1288 West Cordova,C - Side,N/A,,N/A,N/A ,N/A,http://www.6717000.com/c-side/info-13.html
0,New Westminster,Quayside,668 Columbia Street,Trapp & Holbrook,V3M 1A8,,N/A,N/A,2013,N/A
0,New Westminster,Downtown,85 8th Avenue,Eight West,V3L 4J4,,N/A,N/A,0,N/A
0,New Westminster,Downtown,0 Elliot Street,The Elliot Street,V3L 5C9,,N/A,N/A,0,N/A
,Burnaby,Forglen,4603 Hazel Street,Crystal Place,,NW 3372,,,,
16,Burnaby,Metrotown,5055 Imperial Street,Willow Manor,V5J 1C9,NWS104,Self Managed,Wood Frame,1965,http://www.burnabycondo.com/willow-manor-5055-imperial-street-burnaby
47,New Westminster,Downtown,428 Agnes Street,Shanley Manor,V3L 5B3,NWS1094,Pacific Quorum,Frame - Wood,1978,http://bccondos.net/shanley-manor
24,New Westminster,Downtown,37 Agnes Street,Agnes Court,V3L 5G9,NWS1104,Acd Realty,Frame - Wood,1980,http://bccondos.net/agnes-court
95,Burnaby,Metrotown,5932 Patterson Avenue,Parkcrest,V5H 4B4,NWS1245,Assertive,Concrete,1979,http://www.burnabycondo.com/parkcrest-5932-patterson-avenue-burnaby
60,Coquitlam,Central Coquitlam,1103 Howie Avenue,Willows,,NWS1389,Bayside,Wood Frame,1979,
60,Coquitlam,Central Coquitlam,1121 Howie Avenue,Willows,,NWS1389,Profile,Wood Frame,1979,http://www.coquitlamcondo.com/willows-1121-howie-avenue-coquitlam
41,Coquitlam,Central Coquitlam,1209 Howie Avenue,Creekside Manor,,NWS1437,Century 21,Wood Frame,1981,http://www.coquitlamcondo.com/creekside-manor-1209-howie-avenue-coquitlam
57,New Westminster,Downtown,312 Carnarvon Street,Carnarvon Terrace,V3L 2P6,NWS1458,Baywest,Frame - Wood,1981,http://bccondos.net/carnarvon-terrace
40,New Westminster,Downtown,45 4th Street,Dorchester,V3L1G2,NWS1502,Baywest,Frame - Wood,1980,http://bccondos.net/dorchester
84,Burnaby,Highgate,7275 Salisbury Avenue,Kingsbury,V5E 4E1,NWS1543,Baywest,Concrete,1982,http://www.burnabycondo.com/kingsbury-7275-salisbury-avenue-burnaby
55,New Westminster,Downtown,550 Royal Avenue,Harbourview,V3L 1H8,NWS1592,Park Place,Frame - Wood,1982,http://bccondos.net/550-royal
35,Burnaby,Highgate,7180 Linden Avenue,Linden House,V5E 3G6,NWS178,Bayside,Wood Frame,1975,http://www.burnabycondo.com/linden-house-7180-linden-avenue-burnaby
24,Burnaby,Metrotown,6715 Burlington Avenue,Burlington Place,V5H 3M8,NWS179,Self Managed,Wood Frame,1973,http://www.burnabycondo.com/burlington-place-6715-burlington-avenue-burnaby
47,Coquitlam,Central Coquitlam,1177 Howie Avenue,Blue Mountain Place,,NWS1803,Century 21,Wood Frame,1980,http://www.coquitlamcondo.com/blue-mountain-place-1177-howie-avenue-coquitlam
38,Coquitlam,Central Coquitlam,1045 Howie Avenue,Villa Borghese,,NWS1821,Self Managed,Wood Frame,1970,http://www.coquitlamcondo.com/villa-borghese-1045-howie-avenue-coquitlam
15,Burnaby,Metrotown,5155 Imperial Street,Royal Oak Apartments,V5J 1E3,NWS1850,Bayside,Wood Frame,1981,http://www.burnabycondo.com/royal-oak-apartments-5155-imperial-street-burnaby
102,Burnaby,Government Road,3901 Carrigan Court,Lougheed Estates - 3901,V3N 4H4,NWS187,Baywest,Wood Frame,1975,http://bccondos.net/lougheed-estates-ii
102,Burnaby,Government Road,9202 Horne Street,Lougheed Estates II,V3N 4K2,NWS187,Compton Steel,Wood Frame,1974,http://www.burnabycondo.com/lougheed-estates-ii-9202-horne-street-burnaby
75,Burnaby,Highgate,7235 Salisbury Avenue,Salisbury Square,V5E 4E6,NWS1960,Century 21,Concrete,1983,http://www.burnabycondo.com/salisbury-square-7235-salisbury-avenue-burnaby
130,Burnaby,Metrotown,6455 Willingdon Avenue,Parkside Manor,V5H 4E4,NWS1961,Jerfferson,Concrete,1982,http://www.burnabycondo.com/parkside-manor-6455-willingdon-avenue-burnaby
107,Burnaby,Metrotown,4165 Maywood Street,Place on the Park,V5H 4E3,NWS1961,Jerfferson,Concrete,1982,http://www.burnabycondo.com/place-on-the-park-4165-maywood-street-burnaby
211,Burnaby,Government Road,9521 Cardston Court,Concord Place,V3N 4S6,NWS1990,LIONHEART REALTY,Concrete,1983,http://bccondos.net/concorde-place
130,Burnaby,Metrotown,6595 Willingdon Avenue,Huntley Manor,V5H 4E5,NWS2013,National Pacific,Concrete,1983,http://www.burnabycondo.com/huntley-manor-6595-willingdon-avenue-burnaby
142,Burnaby,Metrotown,6540 Burlington Avenue,Burlington Square,V5H 4G3,NWS2068,Ascent,Concrete,1983,http://www.burnabycondo.com/burlington-square-6540-burlington-avenue-burnaby
48,New Westminster,Downtown,423 Agnes Street,Ridgeview,V3L 5B3,NWS2116,Rancho,Frame - Wood,1984,http://bccondos.net/the-ridgeview
63,Burnaby,Highgate,6105 Kingsway N/A,Hambry Court,V5J 5C7,NWS2180,Haven,Wood Frame,1984,http://www.burnabycondo.com/hambry-court-6105-kingsway-burnaby
61,New Westminster,Downtown,65 1st Street,Kinnaird Place,V3L 2G3,NWS2195,Self Managed,Frame - Wood,1984,http://bccondos.net/kinnaird-place
60,Burnaby,Metrotown,6595 Bonsor Avenue,Bonsor Avenue Place,V5H 4G5,NWS2205,Ascent ,Concrete,1984,http://www.burnabycondo.com/bonsor-avenue-place-6595-bonsor-avenue-burnaby
45,Coquitlam,Central Coquitlam,535 Blue Mountain Street,Regal Court,,NWS2247,Baywest,Wood Frame,1978,http://www.coquitlamcondo.com/regal-court-535-blue-mountain-street-coquitlam
238,Burnaby,Metrotown,4134 Maywood Street,Park Ave Towers I,V5H 4C9,NWS2265,Fraser Campbell,Concrete,1981,http://www.burnabycondo.com/park-ave-towers-i-4134-maywood-street-burnaby
238,Burnaby,Metrotown,4194 Maywood Street,Park Ave Towers II,V5H 4E9,NWS2265,Fraser Campbell,Concrete,1981,http://www.burnabycondo.com/park-ave-towers-ii-4194-maywood-street-burnaby
100,Burnaby,Metrotown,5790 Patterson Avenue,The Regent,V5H 4H6,NWS2285,Century 21,Concrete,1985,http://www.burnabycondo.com/regent-5790-patterson-avenue-burnaby
239,Burnaby,Government Road,3970 Carrigan Court,Discovery Place II,V3N 4S6,NWS2301,Gateway North,Concrete,1985,http://bccondos.net/discovery-place
